Job Title,Job Description,Job Skills,,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"We are seeking a highly responsible Senior .NET Developer with over 5 years of experience to join our team. The ideal candidate will have expertise in building scalable, high-performance applications and a strong commitment to delivering quality code. Key responsibilities include developing and maintaining applications using .NET Framework and .NET Core, working with Entity Framework and SQL Server for database solutions, designing scalable systems using Onion and Microservice Architecture, and implementing the CQRS Pattern for efficient data management. The role also involves managing background jobs with Hangfire and utilizing Elastic Search, Redis, and RabbitMQ for performance optimization, as well as building UIs with JavaScript, HTML, and Vue.js.",".NET Framework 4.x, .NET Core, Entity Framework, SQL Server, JavaScript, HTML, MVC, Vue.js, Hangfire, Elastic Search, Redis, RabbitMQ, Onion Architecture, Microservice Architecture, CQRS Pattern",,,,,,,,,,,,,,,,,,,,,,,
React Developer,"We are seeking an experienced and energetic React Developer to join our team. The successful candidate will drive product development, participate in project deliveries, and have the option to work remotely. Key responsibilities include developing reusable UI components with React (both class and function-based components), using hooks and store for state management, creating responsive UIs, collaborating with UX/UI designers, conducting code reviews, optimizing for performance, troubleshooting, and integrating with backend APIs. Familiarity with Ag-Grid and Syncfusion controls is a plus.","React, Power Pages, Power Portal, HTML, CSS, JavaScript, UI development, Agile methodologies, pair programming, TDD, frontend performance optimization, scaling, Ag-Grid, Syncfusion controls, leadership, mentoring",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"Seeking a skilled Fullstack Web Developer with 7+ years of experience in Angular and Node.js. The ideal candidate will be responsible for leading development projects, designing scalable solutions, mentoring team members, and ensuring code quality. Strong leadership and problem-solving skills are essential.","Angular, Node.js, TypeScript, JavaScript, HTML5, CSS3, MySQL, MongoDB, Git, Docker, Kubernetes, AWS, Leadership",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"Develop and maintain full-stack web applications using .NET Core and Angular. Design and implement APIs and Microservices. Collaborate with teams, write clean code, and optimize application performance. Implement unit tests and troubleshoot issues. Stay updated with latest technologies.",".NET Core, C#, Angular, RESTful API, Microservices, SQL Server, HTML5, CSS3, JavaScript",,,,,,,,,,,,,,,,,,,,,,,
React Developer,"Design, develop, and maintain the frontend of a SAAS platform using ReactJS. Collaborate with backend teams to integrate RESTful APIs and FAST API. Build responsive UI/UX and ensure code quality. Work closely with product managers and designers. Optimize application performance and participate in code reviews.","ReactJS, JavaScript, HTML5, CSS3, Webpack, Babel, Redux, MobX, Jest, React Testing Library, NodeJS, Python, Git",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"Build full-stack web applications using .NET Core and Angular. Contribute to the entire development lifecycle, from design to maintenance. Write clean, efficient, and reusable code. Collaborate with the team to ensure system consistency and optimize user experience. Perform UI tests and optimize web design for mobile.",".NET Core, Angular, Web Development, Front-end Development, Back-end Development, UI/UX Design, Testing, Optimization, Agile",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"This role requires a skilled Fullstack Web Developer to design, develop, and maintain responsive and intuitive web and mobile applications. The ideal candidate will have strong proficiency in Angular and Ionic frameworks, as well as a solid understanding of Java and JavaScript. You'll be responsible for creating visually appealing user interfaces, integrating with backend services and APIs, and ensuring optimal application performance. Experience with RESTful APIs, JSON, XML, and Android SDK is essential. A strong foundation in object-oriented programming and a keen eye for detail are crucial for success in this position.","Angular, Ionic, Java, JavaScript, HTML, CSS, RESTful APIs, JSON, XML, Android SDK, Git, Scrum, Cloud Messaging",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"This role requires a skilled .NET Core Developer to design, develop, test, and maintain server-side applications. You will be responsible for building backend logic, APIs, and managing databases using technologies like ASP.NET Core, ASP.NET Zero, Abp.io, Boilerplate, and Entity Framework. Strong proficiency in C# and SQL Server is essential. You will collaborate with frontend developers and ensure the seamless integration of backend and frontend components. Experience with web development technologies like ASP.NET, ASP.NET Core, Web API, Azure, and RESTful services is also required.","ASP.NET Core, ASP.NET Zero, Abp.io, Boilerplate, Entity Framework, Angular, C#, .NET Framework, SQL Server, Web development technologies (ASP.NET, ASP.NET Core, Web API, Azure), RESTful services, Object-Relational Mapping (ORM) tools, Problem-solving, Debugging, Clean code writing, Logic building",,,,,,,,,,,,,,,,,,,,,,,
JavaScript Developer,"This role seeks a highly skilled Fullstack Next.js Developer with 5+ years of experience. You'll leverage your expertise in modern frameworks (primarily Next.js) and strong backend knowledge to design and develop fullstack applications. Proficiency in JavaScript, TypeScript, and web technologies is essential. Experience with web sockets and familiarity with *NIX platforms are a plus.  A collaborative spirit, excellent communication skills, and a passion for growth are key.","Next.js, Fullstack Development, Backend Development, JavaScript, TypeScript, Web Sockets, HTML5/CSS3, Git, *NIX Platforms (Linux, macOS, FreeBSD)",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"This role requires a seasoned Senior Fullstack Developer with 7+ years of experience in .NET Core and ReactJS. You will be responsible for designing, developing, and maintaining high-quality software, leading technical teams, and collaborating with cross-functional teams. Strong problem-solving, communication, and leadership skills are essential. Experience with cloud platforms, Agile methodologies, microservices architecture, and containerization technologies is highly preferred.",".NET Core, C#, ReactJS, JavaScript, HTML, CSS, RESTful APIs, SQL, NoSQL, Git, DevOps, CI/CD, Cloud Platforms (AWS, Azure, Google Cloud), Agile, Scrum, Microservices, Docker, Kubernetes",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"This role requires a skilled Fullstack Web Developer to design, develop, and maintain web applications using both legacy technologies like WebForms and modern frameworks like .NET Core and Angular. You will be responsible for implementing front-end interfaces, collaborating with cross-functional teams, and ensuring the performance and responsiveness of applications. Strong proficiency in JavaScript, TypeScript, jQuery, AJAX, and a solid understanding of object-oriented programming and design patterns is essential.","WebForms, .NET Core, Angular, JavaScript, TypeScript, jQuery, AJAX, Object-Oriented Programming, Design Patterns, Problem-solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"This role requires a skilled Fullstack Developer to design, develop, and maintain web applications using .NET Core and Angular. You will be responsible for both front-end and back-end development, leveraging technologies like JavaScript and Redux.js. Strong problem-solving, analytical, and teamwork skills are essential. Previous experience with Angular is a plus.",".NET Core, Angular, JavaScript, Redux.js, Problem-solving, Analytical Skills, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"This role requires a seasoned Senior Fullstack Developer with 5+ years of experience to contribute to the full product development lifecycle. You'll translate customer needs into technical solutions, develop features using C# and ReactJS, write unit tests, and maintain code quality. Strong communication, teamwork, and leadership skills are essential. Experience with .NET, ASP.NET, databases, version control, and CI/CD is required. Knowledge of AWS is a plus.","C#, .NET (ASP.NET, ASP.NET MVC), JavaScript, ReactJS, Visual Studio, Unit Testing (.NET, JavaScript), Responsive UI Development (HTML5, CSS libraries/preprocessors), SQL Server, Version Control, Team City (or similar CI/CD), AWS",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"This role requires a seasoned Senior Full-Stack Developer to develop, enhance, and maintain complex enterprise applications. You will work with the latest technologies and frameworks like .NET, Angular, and Microservices. Strong proficiency in C#, SQL, and front-end technologies is essential. You will be responsible for understanding business requirements, designing solutions, and implementing high-quality code.",".NET, Angular, C#, MSSQL, Entity Framework, Microservices, Azure, .NET MVC, .NET Core, Web API, HTML, JavaScript, jQuery, AJAX, JSON",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"This role requires a seasoned Senior Fullstack Developer with 8+ years of experience to lead the design, development, and implementation of software solutions using React JS and .NET technologies. You will work closely with clients to understand their needs, mentor junior developers, and ensure the delivery of high-quality software. Strong technical skills in React JS, C#, and .NET, combined with excellent problem-solving and communication skills, are essential. Experience with AEM, Angular, and Java is a plus.","React JS, .NET, C#, HTML, CSS, TypeScript, JavaScript, Bootstrap, jQuery, Agile, Problem-Solving, Analytical Skills, Communication, Collaboration, AEM (Adobe Experience Manager), Angular, Java",,,,,,,,,,,,,,,,,,,,,,,
Python Developer,"This role requires a skilled Fullstack Developer with 3+ years of experience in Python, Flask, and React. You'll be responsible for designing, developing, and maintaining web applications, optimizing performance, and ensuring security. Strong problem-solving, communication, and time management skills are essential. Experience with cloud deployment, databases, and web security is a plus.","Python, Flask, React, TypeScript, PostgreSQL, RESTful APIs, Cloud Deployment (Heroku), Web Security, Git, Problem-Solving, Communication, Time Management, Twilio, PostgreSQL Extensions, Database Backup and Recovery, SaaS, North American Time Zones, Start-up Environment",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"This role requires a highly skilled Senior Fullstack Developer with extensive experience in Angular and .NET technologies. You'll be responsible for designing, developing, and optimizing web applications, collaborating with cross-functional teams, and ensuring code quality and performance. Strong proficiency in SQL Server, MongoDB, and Git is essential. Experience with Agile methodologies, Docker, and cloud platforms (Azure, AWS, or Google Cloud) is a plus.",".NET, SQL Server, MongoDB, Unit Testing, Git, Agile Methodologies, Docker, Azure/AWS/Google Cloud, Problem-Solving, Analytical Skills, Communication, Teamwork.",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"We are seeking an experienced Full Stack Developer with expertise in Laravel and Vue.js to contribute to the development of innovative web applications. The successful candidate will be responsible for developing and optimizing server-side functionality and APIs using the Laravel PHP framework, designing efficient database structures, and integrating user-facing elements with backend logic. The role involves creating responsive user interfaces with Vue.js, collaborating with UX/UI designers for visually appealing components, and ensuring seamless frontend-backend integration. A minimum of 4 years of experience in Full Stack Development, with strong proficiency in PHP and Laravel, is required.","Laravel, Vue.js, PHP, HTML5, CSS3, JavaScript, RESTful API, MySQL, Git, unit testing, debugging, problem-solving, communication, collaboration",,,,,,,,,,,,,,,,,,,,,,,
Java Developer,"This role requires a skilled Fullstack Developer with 1-5 years of experience in Angular and Java Spring Boot. You will be responsible for developing and maintaining web applications, designing and implementing backend services, and optimizing database structures. Strong proficiency in SQL, RESTful APIs, HTML, CSS, and JavaScript is essential.","Java Spring Boot, MS SQL, RESTful APIs, HTML, CSS, JavaScript, Problem-solving, Communication, Teamwork








",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"We are looking for a skilled Full Stack Developer with 2.5 to 3 years of experience in Laravel and Vue.js. The ideal candidate should have a strong understanding of front-end technologies, including HTML5, CSS3, and JavaScript, as well as proficiency in PHP, preferably with the Laravel framework, and MySQL. Experience with InertiaJS is a plus. The role involves creating REST APIs, making AJAX calls, and managing JSON data objects while working effectively within a cross-functional team. Strong problem-solving skills, attention to detail, and proficiency with version control tools like Git are essential.","Laravel, Vue.js, InertiaJS, PHP, MySQL, PostgreSQL, HTML5, CSS3, JavaScript, RESTful APIs, AJAX, JSON, Git, problem-solving, teamwork",,,,,,,,,,,,,,,,,,,,,,,
Python Developer,"We are looking for an experienced Django/React Developer with 3-4 years of proven experience to join our development team. The ideal candidate will design, develop, and maintain complex web applications using Python and the Django framework. Responsibilities include leading back-end architecture discussions, integrating user-facing elements with server-side logic, and developing RESTful APIs. The role requires optimizing application performance, collaborating with cross-functional teams, conducting code reviews, and mentoring junior developers. Strong proficiency in Python, React, and database management is essential, along with knowledge of containerization technologies and cloud platforms.","Django, Python, React, RESTful APIs, HTML, CSS, JavaScript, PostgreSQL, MySQL, Docker, Kubernetes, AWS, Azure, Google Cloud, Celery, RabbitMQ, Git, software security, performance optimization, problem-solving, communication, teamwork.",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"We are seeking a talented Mobile Engineer with expertise in React Native to join our growing team. In this role, you will develop and maintain high-quality mobile applications for both Android and iOS platforms. Collaborating with designers, product managers, and backend engineers, you will build seamless mobile experiences that delight users. This position offers the opportunity to work on innovative mobile solutions while ensuring performance, scalability, and continuous improvement. Your responsibilities will include developing and maintaining mobile applications using React Native, optimizing applications for performance and usability, integrating third-party libraries and APIs, debugging issues, and staying updated with the latest industry trends.","React Native, Expo, mobile app development, Android, iOS, JavaScript, Redux, TypeScript, native Android (Java/Kotlin), native iOS (Swift/Objective-C), RESTful APIs, GraphQL, mobile UI/UX design principles, mobile app performance optimization, Git, Jira, CI/CD, Firebase, App Store, Google Play Store submission processes, native modules, Agile methodologies, automated testing frameworks, mobile security best practices.",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"We are looking for a skilled Full Stack Developer with 3-4 years of professional experience in developing and maintaining web applications using Laravel for the back end and Vue.js for the front end. In this role, you will be responsible for creating and integrating RESTful APIs, managing database schemas with MySQL or other relational databases, and implementing interactive user interfaces with HTML, CSS, JavaScript, and Vue.js. Your responsibilities will include writing clean and efficient code while adhering to coding standards, conducting unit testing, and debugging applications to ensure high-quality performance and security. You will collaborate closely with cross-functional teams, including designers and project managers, to deliver seamless web solutions while staying updated with the latest trends and technologies in Laravel and Vue.js.","Laravel, Vue.js, full stack development, RESTful APIs, MySQL, HTML, CSS, JavaScript, MVC architecture, middleware, version control, Git, problem-solving, communication, agile development environment.",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"he ideal candidate will have extensive experience with JavaScript/TypeScript and React (5+ years), along with a strong understanding of frontend architectures and design patterns for scalable enterprise applications. Familiarity with C#/.NET and T-SQL/SQL Server is a plus, as well as the ability to communicate complex technical information effectively to both technical and non-technical team members.","C#/.NET, T-SQL, SQL Server, frontend architectures, design patterns, enterprise applications, software development lifecycle, communication skills, MVC, Onion Architecture.",,,,,,,,,,,,,,,,,,,,,,,
Frontend Developer,"We are seeking a Senior Frontend Developer with a minimum of 7 years of experience in building dependable and high-quality consumer-facing production web applications. In this role, you will not only focus on programming but also deepen your understanding of our business and the entire software development lifecycle. Your responsibilities will include planning and coordinating work for the assigned product team, delivering well-tested code following company standards, and inspiring confidence among peers through your attitude and approach to work. You will assist in continuous improvement initiatives and keep the team updated on the latest technologies, recommending training and direction as needed.","JavaScript, TypeScript, React, Redux, React Query, enterprise applications, software development lifecycle, communication skills.",,,,,,,,,,,,,,,,,,,,,,,
.NET Developer,"This role requires a skilled developer with a strong foundation in both frontend and backend technologies. The ideal candidate will be responsible for architecting, developing, and maintaining robust and scalable web applications. Key responsibilities include designing and implementing user interfaces using React, developing backend services using C# and .NET, and integrating with the Shopify e-commerce platform. Additionally, the candidate will be expected to mentor junior developers, ensure code quality, and stay up-to-date with the latest technologies.","C#, .NET Framework, ReactJS, Azure Functions, Azure App Services, Azure Storage, Azure Service Bus, Azure API Gateway, SQL Server, T-SQL, OOP, Design Patterns, Data Structures, Agile Methodologies, Scrum, Kanban, Web Security, RESTful API, Microservices Architecture, Cloud-Native Application Development",,,,,,,,,,,,,,,,,,,,,,,
.NET Core Developer,"This role involves building end-to-end web applications using .NET Core and Angular. Responsibilities include designing, developing, deploying, and maintaining features, ensuring code quality, optimizing performance, and collaborating with the development team.",".NET Core, Angular, Web Development, Front-end Development, Back-end Development, UI/UX, JavaScript, C#, SQL",,,,,,,,,,,,,,,,,,,,,,,
PHP Developer,"This role requires a skilled fullstack developer with strong expertise in Laravel and Vue.js. The ideal candidate will have experience building complex web applications, RESTful APIs, and working with databases like MySQL or PostgreSQL. Knowledge of Inertia.js is a plus.","Laravel, Vue.js, React.js, JavaScript, HTML5, CSS3, Bootstrap, PHP, MySQL, PostgreSQL, RESTful APIs, AJAX, JSON, Git, Version Control, Problem-Solving, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Angular Developer,"This role involves developing user interfaces using Angular. The ideal candidate will have a strong understanding of HTML, CSS, JavaScript, and TypeScript. Experience with Java Spring Boot is a plus.","Angular, HTML, CSS, JavaScript, TypeScript, Java, Spring Boot",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"We are seeking a skilled Fullstack Developer specializing in Nest.js for backend development with basic knowledge of Angular for occasional frontend contributions. With a focus on creating scalable and efficient backend services, you will build and optimize RESTful APIs and GraphQL services, integrating frontend components as needed. Collaboration with frontend teams, maintaining code quality through testing, and staying updated on advancements in Nest.js and Angular will be essential in this role.","Nest.js, Node.js, Angular, JavaScript, TypeScript, REST APIs, GraphQL, PostgreSQL, MongoDB, MySQL, Microservices, Event-Driven Architecture, JWT, OAuth, Docker, Git, Jest, Mocha, AWS, Google Cloud, Azure, Agile, CI/CD",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"We are looking for an experienced Fullstack Web Developer with over 5 years of expertise in PHP and JavaScript. You will develop and maintain web applications, manage complex MySQL queries, and migrate legacy features to Vue.js. Additionally, the role includes integrating third-party services (e.g., Stripe, QuickBooks Online), working with Docker for local development, and utilizing GitFlow for version control. Collaboration with front-end developers, writing optimized code, and transitioning from Slim Framework to other solutions are also essential responsibilities.","PHP 7/8, JavaScript, Vue.js, MySQL, ActiveRecord ORM, HTML/CSS, Twig templating, Docker, Stripe, QuickBooks Online, RESTful APIs, Slim Framework, GitFlow, Git, API Development",,,,,,,,,,,,,,,,,,,,,,,
Java Developer,"In this role, you will be responsible for designing, developing, and maintaining robust web applications. You will leverage your expertise in Angular, Java, and Spring Boot to build scalable and secure solutions. Key responsibilities include developing user-friendly front-end interfaces, creating efficient backend APIs, managing databases, and deploying applications to cloud platforms. You will collaborate with cross-functional teams to deliver high-quality products that meet business requirements. To be successful in this role, you should have a strong foundation in web development technologies, a passion for problem-solving, and a keen eye for detail.","Angular, TypeScript, NGRX, RxJS, HTML, CSS, JavaScript, Java, Spring Boot, MySQL, SQL, Docker, AWS, OAuth2, OpenID Connect, Git, Maven, JUnit, CI/CD",,,,,,,,,,,,,,,,,,,,,,,
Android Developer,"This role involves developing and maintaining Android mobile applications. The ideal candidate will have strong proficiency in Android development using Kotlin or Java, as well as a solid understanding of UI/UX design principles and RESTful APIs. The role requires a keen eye for detail, strong problem-solving skills, and the ability to work effectively in a team.","Android, Kotlin, Java, Android SDK, Android Studio, UI/UX, RESTful APIs, JSON, Git, Version Control, Problem-Solving, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Android Developer,"This role involves developing Android applications with a focus on real-time communication features. The ideal candidate will have strong experience in Kotlin, XMPP, WebRTC, and RTSP protocols. You will be responsible for designing, developing, and maintaining features like instant messaging, video calling, and live streaming. You will also collaborate with cross-functional teams to deliver high-quality mobile applications.","Kotlin, Android, XMPP, WebRTC, RTSP, RESTful APIs, JSON, Git, Version Control, Problem-Solving, Debugging, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"We are looking for a skilled Mobile Application Developer to join our global engineering team, building innovative mobile applications for Android that drive client engagement and online ordering. In this role, you will contribute directly to app development, resolving technical issues, automating testing, and ensuring high-quality code. This position is ideal for someone passionate about technology, eager to tackle new challenges, and looking to make a significant impact in a hyper-growth environment.","Android development, mobile app development, legacy code maintenance, technical issue resolution, automated testing, quality assurance (QA), feature delivery",,,,,,,,,,,,,,,,,,,,,,,
React Native Developer ,"We are looking for a skilled React Native Engineer to join an innovative software organization, contributing directly to our B2C mobile platform's growth. In this role, you will design, develop, and optimize new features to deliver a seamless, user-centric experience on iOS and Android. Collaborating with cross-functional teams, including product managers, designers, and engineers, you will work in a fast-paced environment to scale the app, enhance product features, and ensure code quality.","React Native, iOS, Android, JavaScript, TypeScript, mobile architecture, RESTful APIs, Git, CI/CD, Agile (Scrum/Kanban), Redux, GraphQL",,,,,,,,,,,,,,,,,,,,,,,
React Native Developer ,"This role involves building and maintaining user-friendly web and mobile applications using modern JavaScript technologies. The ideal candidate will have strong experience in React Native, HTML, CSS, JavaScript, and RESTful APIs. You will be responsible for translating design mockups into functional user interfaces, optimizing application performance, and ensuring a seamless user experience.","React Native, HTML, CSS, JavaScript, ES6+, RESTful APIs, GraphQL, NestJS, AWS, Mobile Development, Unit Testing, Integration Testing, End-to-End Testing, Responsive Design",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"We are looking for a passionate Junior Mobile Application Developer to join our growing engineering team. You will work closely with industry experts to shape a top-tier user experience in the real estate domain, serving millions of users monthly. This role involves contributing to agile development processes, participating in scrum events, and supporting the design and development of scalable Android/iOS applications. The ideal candidate is a fresh graduate with an eagerness to learn, a foundational understanding of OOP principles, and strong problem-solving skills.","Agile development, Android/iOS, OOP principles, problem-solving, critical thinking, communication, cross-functional collaboration",,,,,,,,,,,,,,,,,,,,,,,
Flutter Developer,"As a Fullstack Web Developer, you will be responsible for developing and maintaining mobile applications using Flutter for mobile platforms, as well as backend services using C# for seamless mobile integration. Your role will involve implementing and optimizing Bluetooth communication for device-to-mobile interactions and supporting product teams with maintenance and enhancements. In this position, you'll solve technical challenges by troubleshooting, creating solution options, and resolving issues to completion. You will work closely with cross-functional teams to ensure high-quality, integrated solutions, applying agile methodologies for efficient project progress. The role requires strong skills in RESTful APIs, WebSocket communication, backend architecture, and proficiency with SQL or other databases, along with experience deploying backend services on cloud platforms like AWS or Azure.","Flutter, C#, Bluetooth, RESTful APIs, WebSocket, SQL, AWS, Azure, Agile development, problem-solving, backend development, mobile app development, cloud services, cross-functional collaboration, backend architecture, technical troubleshooting",,,,,,,,,,,,,,,,,,,,,,,
Shopify Developer,"This role involves developing and customizing Shopify themes to create visually appealing and high-performing online stores. You will be responsible for implementing promotional offers, optimizing page load times, and ensuring a seamless user experience.","Shopify, HTML, CSS, JavaScript, Liquid, Responsive Design, Problem-Solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"As an Application Developer focused on Enterprise Application Integration (EAI), you will be responsible for designing, developing, and maintaining integration solutions that enable seamless communication between enterprise applications. Your work will involve using middleware technologies, APIs, and data transformation tools to ensure efficient data flow and support process automation across various systems. Key responsibilities include analyzing business requirements, designing integration solutions, developing and deploying integration processes, collaborating with cross-functional teams, and monitoring performance to resolve integration issues. Experience with EAI tools, such as IBM App Connect Enterprise (ACE) and Tibco Integration, along with industry knowledge in telecommunications or banking, will be valuable assets in this role.","EAI tools, IBM App Connect Enterprise, Tibco Integration, cloud integration, telecom processes, banking processes, enterprise integration architecture, APIs, REST, SOAP, JSON, XML, SQL, NoSQL, data transformation, problem-solving",,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,"This role involves working as part of a development team to design, develop, and maintain software applications. The ideal candidate will have a strong foundation in programming languages like Angular, Java, and SQL, as well as a good understanding of web development technologies. You will be responsible for writing clean, efficient code, troubleshooting issues, and staying up-to-date with the latest industry trends.","Angular, Java, Spring Boot, SQL Server, HTML, CSS, JavaScript, Object-Oriented Programming, Problem-Solving, Analytical Skills, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Swift Developer,"This role involves developing advanced AI-powered mobile applications using Swift. You will be responsible for writing clean, efficient, and maintainable code, implementing the MVVM design pattern, and collaborating with QA teams to ensure code quality. You will also stay up-to-date with the latest AI and mobile development trends.","Swift, MVVM, Mobile Development, AI, Machine Learning, QA, Testing, Communication, Problem-Solving",,,,,,,,,,,,,,,,,,,,,,,
IOS Developer,"This full-time on-site iOS App Developer role involves developing and maintaining iOS mobile applications, working closely with cross-functional teams to meet user requirements, and designing and implementing user interfaces. The developer will focus on creating responsive, high-quality applications by developing and testing new features while ensuring optimized performance and reliability. Effective collaboration with team members and strong problem-solving skills will be essential in this role.","iOS Development, Mobile Application Development, Software Development, Swift, iOS frameworks, APIs, Git, cross-functional collaboration, problem-solving, OOP, Data Structures, communication, teamwork",,,,,,,,,,,,,,,,,,,,,,,
SQA Automation Engineer,"This role involves developing and executing automation tests to ensure software quality. The ideal candidate will have strong experience in test automation tools like Selenium and Cypress, programming languages like Java, Python, and C++, and database technologies like SQL and XML. You will be responsible for creating and maintaining test plans, test cases, and automation scripts, as well as collaborating with development teams to improve software quality.","Selenium, Cypress, Java, Python, C++, SQL, XML, Test Automation, Test Planning, Test Execution, Defect Tracking, Problem-Solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Web Developer,"As a Full Stack Web Developer, you will be an integral part of the development team, focusing on internal applications that support the Metals and Mining Dataset. This role involves problem-solving, analyzing, and isolating issues while building solutions to meet key business needs. You will engineer components and common services using standard development models, languages, and tools, producing system design documents and collaborating effectively with both technical and non-technical partners. The position is set in a fast-paced agile environment, allowing you to sharpen your data skills while working with an emerging technology stack.","C#, ASP.NET MVC, .NET Core, Docker, JavaScript, jQuery, TypeScript, HTML, CSS3, web development, HTTP, JSON, XML, RESTful Services, MS Web API, SPA Framework, Entity Framework, WCF, MVVM, MVP, ReactJS, Power BI, SQL Server, stored procedures, Windows, Scaled Agile Framework, Agile Development, Object-Oriented Software, Design Patterns, Cross-browser Compatibility, testing, debugging, profiling",,,,,,,,,,,,,,,,,,,,,,,
Android Developer,"This role involves developing and maintaining high-quality Android applications. You will be responsible for the entire development lifecycle, from design and development to deployment and maintenance. You will collaborate with cross-functional teams to deliver innovative and user-friendly mobile apps.","Kotlin, Android SDK, MVVM, Dagger2, RxJava, RESTful APIs, Git, Unit Testing, Integration Testing, Agile Methodologies, Problem-Solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,"We are looking for a skilled and experienced Development and Integration Engineer to manage the administration, configuration, and integration of business processes into our HRM platform. In this role, you will collaborate with various departments to understand their requirements, automate organizational processes, and ensure seamless integration with other enterprise systems. Your responsibilities will include the development, deployment, migration, and maintenance of the HRM software, managing security configurations, and utilizing integration tools like EIB, SOAP, and REST. You will create and maintain dashboards and analytics, ensure data integrity across integrated systems, and work closely with cross-functional teams to document system configurations. Strong research, communication, and problem-solving skills are essential to translating business objectives into actionable analyses.","ERP software, CRM development, enterprise reporting, 3rd party integrations, web services, SOAP, REST, SQL, XML, XSLT, data presentation, Core HCM, Time Tracking, Absence Management, requirement gathering, planning, execution, problem-solving, technical analysis, data integrity, dashboards, analytics, communication skills, flexibility, initiative, independent work, verbal and written English proficiency",,,,,,,,,,,,,,,,,,,,,,,
Blockchain Developer,"This role involves developing and maintaining backend services for blockchain-based applications using Nest.js. You will be responsible for integrating with various blockchain protocols, creating RESTful APIs, and optimizing application performance.","Nest.js, Blockchain, Ethereum, Binance Smart Chain, Hyperledger, RESTful APIs, WebSockets, Node.js, JavaScript",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"This is an exciting opportunity to contribute to the advancement of AI in the mobile coding ecosystem by creating AI-powered tools for developers. In this role, you will develop efficient Swift code to enhance AI capabilities, utilizing the MVVM design pattern for scalable architectures. You'll ensure code readability, security, and stability through modular development while collaborating with QA technologies to maintain code quality. We welcome candidates at any career stage, from entry-level to expert, who possess a Bachelor’s degree in Engineering, Computer Science, or a similar field, or have demonstrable experience. Familiarity with mobile engineering techniques and good skills in Swift programming are essential, as well as the ability to engage in component-based development and thorough code testing. Familiarity with quality assurance tools is beneficial, along with strong communication abilities in English, both verbal and written.","Swift programming, MVVM architectural framework, mobile engineering techniques, component-based development, code testing, quality assurance tools, communication skills, modular development, code readability, security, stability.",,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,"This role involves designing and developing scalable data platforms to support data-driven applications. You will be responsible for data ingestion, processing, storage, and querying, as well as optimizing system performance and reliability. You will collaborate with cross-functional teams to deliver high-quality data solutions.","Python, Data Structures, Algorithms, Distributed Systems, Apache Kafka, Apache Spark, Airflow, Kubernetes, Docker, Cloud Platforms, SQL, NoSQL, Data Modeling, Data Warehousing, ETL, ELT, Data Engineering, Data Pipelines, Data Science, Machine Learning, Data Analytics, Data Visualization, Big Data, Cloud Computing, AWS, GCP, Azure, DevOps, CI/CD, Agile Methodologies, Problem-Solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
